"","site","species","Girth (cm)"
"2183",9,"Dolichandrone atrovirens",15
"2184",9,"Dolichandrone atrovirens",17
"2185",9,"Dolichandrone atrovirens",15
"2186",9,"Dolichandrone atrovirens",17
"2187",9,"Dolichandrone atrovirens",18
"2188",9,"Dolichandrone atrovirens",21
"2189",9,"Dolichandrone atrovirens",32
"2190",9,"Dolichandrone atrovirens",20
"2191",9,"Dolichandrone atrovirens",24
"2192",9,"Dolichandrone atrovirens",18
"2193",9,"Dolichandrone atrovirens",15
"2194",9,"Dolichandrone atrovirens",17
"2195",9,"Dolichandrone atrovirens",19
"2196",9,"Dolichandrone atrovirens",17
"2197",9,"Dolichandrone atrovirens",15
"2198",9,"Dolichandrone atrovirens",27
"2199",9,"Dolichandrone atrovirens",15
"2200",9,"Acacia chundra",15
"2201",9,"Acacia chundra",19
"2202",9,"Dolichandrone atrovirens",15
"2203",9,"Dolichandrone atrovirens",22
"2204",9,"Dolichandrone atrovirens",20
"2205",9,"Dolichandrone atrovirens",15
"2206",9,"Dolichandrone atrovirens",27
"2207",9,"Dolichandrone atrovirens",18
"2208",10,"Cassia montana",6
"2209",10,"Cassia montana",6
"2210",10,"Cassia montana",6
"2211",10,"Cassia montana",4
"2212",10,"Cassia montana",3
"2213",10,"Cassia montana",2
"2214",10,"Dolichandrone atrovirens",15
"2215",10,"Dolichandrone atrovirens",16
"2216",10,"Dolichandrone atrovirens",17
"2217",1,"Tectonia grandis",3
"2218",1,"Tectonia grandis",2
"2219",1,"Cassia montana",2.5
"2220",1,"Cassia montana",4
"2221",1,"Tectonia grandis",32
"2222",1,"Tectonia grandis",19
"2223",1,"Tectonia grandis",18
"2224",1,"Tectonia grandis",27
"2225",1,"Tectonia grandis",17
"2226",1,"Tectonia grandis",15
"2227",1,"Tectonia grandis",16
"2228",1,"Tectonia grandis",24
"2229",1,"Tectonia grandis",15
"2230",1,"Pterocarpus santalilnus",54
"2231",1,"Tectonia grandis",24
"2232",1,"Tectonia grandis",30
"2233",1,"Tectonia grandis",26
"2234",1,"Dalbergia paniculata",33
"2235",1,"Tectonia grandis",19
"2236",1,"Tectonia grandis",16
"2237",1,"Tectonia grandis",40
"2238",2,"Premna tomentosa",3
"2239",2,"Premna tomentosa",3
"2240",2,"Premna tomentosa",2
"2241",2,"Premna tomentosa",2.5
"2242",2,"Premna tomentosa",2
"2243",2,"Premna tomentosa",3
"2244",2,"Premna tomentosa",2
"2245",2,"Acacia chundra",45
"2246",2,"Wrightia tinctoria",16
"2247",2,"Wrightia tinctoria",17
"2248",2,"Premna tomentosa",17
"2249",2,"Premna tomentosa",23
"2250",2,"Premna tomentosa",23
"2251",2,"Wrightia tinctoria",21
"2252",2,"Wrightia tinctoria",16
"2253",2,"Azadirachata indica",45
"2254",2,"Azadirachata indica",35
"2255",2,"Cassia fistula",29
"2256",3,"Chloroxylon swietenia",16
"2257",3,"Chloroxylon swietenia",24
"2258",3,"Azadirachata indica",51
"2259",3,"Dolichandrone atrovirens",36
"2260",3,"Dolichandrone atrovirens",47
"2261",3,"Dolichandrone atrovirens",54
"2262",3,"Dolichandrone atrovirens",47
"2263",3,"Dolichandrone atrovirens",54
"2264",3,"Dolichandrone atrovirens",54
"2265",3,"Azadirachata indica",37
"2266",3,"Azadirachata indica",30
"2267",3,"Azadirachata indica",37
"2268",3,"Azadirachata indica",33
"2269",4,"Chloroxylon swietenia",14
"2270",4,"Chloroxylon swietenia",13
"2271",4,"Cassia montana",4
"2272",4,"Cassia montana",3
"2273",4,"Cassia montana",3
"2274",4,"Cassia montana",2.5
"2275",4,"Cassia montana",2
"2276",4,"Cassia montana",3
"2277",4,"Cassia montana",4
"2278",4,"Gyrocarpus americanus",34
"2279",4,"Dolichandrone atrovirens",51
"2280",4,"Dolichandrone atrovirens",38
"2281",4,"Dolichandrone atrovirens",38
"2282",4,"Dolichandrone atrovirens",33
"2283",4,"Acacia chundra",35
"2284",4,"Chloroxylon swietenia",25.5
"2285",4,"Dolichandrone atrovirens",51
"2286",4,"Dolichandrone atrovirens",57
"2287",5,"Chloroxylon swietenia",2
"2288",5,"Chloroxylon swietenia",1.5
"2289",5,"Chloroxylon swietenia",1.5
"2290",5,"Acacia chundra",35
"2291",5,"Acacia chundra",19
"2292",5,"Acacia chundra",22
"2293",5,"Chloroxylon swietenia",34
"2294",5,"Acacia chundra",33
"2295",5,"Acacia chundra",31
"2296",5,"Acacia chundra",23
"2297",5,"Chloroxylon swietenia",32
"2298",5,"Chloroxylon swietenia",23
"2299",5,"Chloroxylon swietenia",21
"2300",5,"Acacia chundra",43
"2301",5,"Chloroxylon swietenia",15
"2302",5,"Chloroxylon swietenia",16
"2303",5,"Chloroxylon swietenia",41
"2304",5,"Azadirachata indica",33
"2305",5,"Morinda tinctoria",17
"2306",5,"Morinda tinctoria",19
"2307",5,"Morinda tinctoria",38
"2308",5,"Morinda tinctoria",45
"2309",5,"Acacia chundra",36
"2310",5,"Acacia chundra",34
"2311",5,"Chloroxylon swietenia",20
"2312",5,"Chloroxylon swietenia",39
"2313",5,"Chloroxylon swietenia",39
"2314",5,"Acacia chundra",18
"2315",5,"Acacia chundra",31
"2316",5,"Acacia chundra",30
"2317",5,"Acacia chundra",23
"2318",5,"Acacia chundra",32
"2319",5,"Acacia chundra",27
"2320",5,"Acacia chundra",31
"2321",5,"Acacia chundra",22
"2322",5,"Dolichandrone atrovirens",26
"2323",5,"Dolichandrone atrovirens",27
"2324",5,"Acacia chundra",20
"2325",5,"Acacia chundra",29
"2326",5,"Chloroxylon swietenia",20
"2327",5,"Chloroxylon swietenia",46
"2328",5,"Chloroxylon swietenia",50
"2329",5,"Acacia chundra",38
"2330",5,"Acacia chundra",36
"2331",5,"Acacia chundra",18
"2332",5,"Acacia chundra",23
"2333",5,"Acacia chundra",25
"2334",6,"Premna tomentosa",3
"2335",6,"Premna tomentosa",3
"2336",6,"Premna tomentosa",3
"2337",6,"Premna tomentosa",2
"2338",6,"Premna tomentosa",2
"2339",6,"Premna tomentosa",2.5
"2340",6,"Acacia chundra",19
"2341",6,"Acacia chundra",45
"2342",6,"Acacia chundra",38
"2343",6,"Wrightia tinctoria",34
"2344",6,"Wrightia tinctoria",21
"2345",6,"Wrightia tinctoria",31
"2346",6,"Wrightia tinctoria",19
"2347",6,"Wrightia tinctoria",36
"2348",6,"Wrightia tinctoria",27
"2349",6,"Wrightia tinctoria",19
"2350",6,"Wrightia tinctoria",22
"2351",6,"Wrightia tinctoria",19
"2352",6,"Wrightia tinctoria",23
"2353",6,"Wrightia tinctoria",26
"2354",6,"Pongamia pinnata",24
"2355",6,"Wrightia tinctoria",27
"2356",6,"Wrightia tinctoria",31
"2357",6,"Wrightia tinctoria",27
"2358",6,"Acacia chundra",27
"2359",6,"Acacia chundra",44
"2360",6,"Acacia chundra",18
"2361",6,"Wrightia tinctoria",38
"2362",6,"Wrightia tinctoria",19
"2363",7,"Tectonia grandis",8
"2364",7,"Tectonia grandis",8
"2365",7,"Tectonia grandis",4
"2366",7,"Tectonia grandis",4
"2367",7,"Cassia montana",3
"2368",7,"Cassia montana",2.5
"2369",7,"Cassia montana",3
"2370",7,"Cassia montana",2
"2371",7,"Cassia montana",3
"2372",7,"Cassia montana",2.5
"2373",7,"Acacia chundra",2
"2374",7,"Tectonia grandis",27
"2375",7,"Tectonia grandis",46
"2376",7,"Tectonia grandis",25
"2377",7,"Tectonia grandis",50
"2378",7,"Tectonia grandis",30
"2379",7,"Tectonia grandis",25
"2380",7,"Wrightia tinctoria",20
"2381",7,"Wrightia tinctoria",19
"2382",7,"Wrightia tinctoria",15
"2383",7,"Tectonia grandis",40
"2384",7,"Tectonia grandis",31
"2385",7,"Tectonia grandis",19
"2386",7,"Tectonia grandis",28
"2387",7,"Tectonia grandis",29
"2388",7,"Tectonia grandis",28
"2389",7,"Tectonia grandis",18
"2390",7,"Tectonia grandis",19
"2391",8,"Wrightia tinctoria",48
"2392",8,"Wrightia tinctoria",19
"2393",8,"Acacia chundra",45
"2394",8,"Acacia chundra",28
"2395",8,"Acacia chundra",30
"2396",8,"Acacia chundra",25
"2397",9,"Dolichandrone atrovirens",51
"2398",9,"Azadirachata indica",31
"2399",9,"Azadirachata indica",26
"2400",9,"Azadirachata indica",55
"2401",9,"Wrightia tinctoria",35
"2402",10,"Cassia fistula",4
"2403",10,"Cassia fistula",4
"2404",10,"Wrightia tinctoria",24
"2405",10,"Wrightia tinctoria",24
"2406",10,"Wrightia tinctoria",36
"2407",10,"Wrightia tinctoria",30
"2408",10,"Tectonia grandis",15
"2409",10,"Tectonia grandis",20
"2410",10,"Tectonia grandis",24
"2411",10,"Tectonia grandis",18
"2412",10,"Tectonia grandis",20
"2413",10,"Tectonia grandis",18
"2414",10,"Azadirachata indica",38
"2415",10,"Tectonia grandis",15
"2416",10,"Albizia amara",37
"2417",10,"Albizia amara",30
"2418",10,"Albizia amara",31
"2419",10,"Albizia amara",36
"2420",10,"Albizia amara",30
"2421",10,"Premna tomentosa",18
"2422",1,"Acacia chundra",20
"2423",1,"Acacia chundra",17
"2424",1,"Morinda tinctoria",22
"2425",1,"Morinda tinctoria",68
"2426",1,"Acacia chundra",54
"2427",1,"Acacia chundra",16
"2428",1,"Acacia chundra",19
"2429",1,"Acacia chundra",15
"2430",1,"Acacia chundra",22
"2431",2,"Acacia chundra",3
"2432",2,"Acacia chundra",22
"2433",2,"Acacia chundra",20
"2434",2,"Acacia chundra",51
"2435",2,"Acacia chundra",32
"2436",2,"Acacia chundra",22
"2437",2,"Acacia chundra",21
"2438",2,"Acacia chundra",22
"2439",2,"Acacia chundra",18
"2440",2,"Acacia chundra",22
"2441",2,"Acacia chundra",23
"2442",3,"Acacia chundra",19
"2443",3,"Acacia chundra",18
"2444",3,"Acacia chundra",17
"2445",3,"Acacia chundra",18
"2446",3,"Acacia chundra",16
"2447",3,"Acacia chundra",19
"2448",4,"Acacia chundra",2
"2449",4,"Butea monosperma",3
"2450",4,"Syzygium jambola",30
"2451",4,"Syzygium jambola",33
"2452",4,"Syzygium jambola",26
"2453",4,"Syzygium jambola",21
"2454",4,"Syzygium jambola",17
"2455",4,"Syzygium jambola",23
"2456",4,"Syzygium jambola",19
"2457",4,"Syzygium jambola",22
"2458",4,"Syzygium jambola",19
"2459",4,"Syzygium jambola",28
"2460",4,"Acacia chundra",20
"2461",4,"Acacia chundra",15
"2462",4,"Acacia chundra",17
"2463",4,"Acacia chundra",25
"2464",4,"Acacia chundra",23
"2465",4,"Acacia chundra",21
"2466",4,"Acacia chundra",28
"2467",4,"Butea monosperma",27
"2468",4,"Butea monosperma",35
"2469",4,"Acacia chundra",15
"2470",5,"Cassia montana",4
"2471",5,"Flacortia sepiaria",2
"2472",5,"Acacia chundra",19
"2473",5,"Acacia chundra",16
"2474",5,"Acacia chundra",23
"2475",5,"Acacia chundra",17
"2476",5,"Acacia chundra",15
"2477",5,"Acacia chundra",23
"2478",5,"Acacia chundra",17
"2479",5,"Acacia chundra",29
"2480",5,"Acacia chundra",23
"2481",5,"Acacia chundra",26
"2482",5,"Acacia chundra",15
"2483",5,"Acacia chundra",16
"2484",5,"Acacia chundra",15
"2485",5,"Wrightia tinctoria",53
"2486",5,"Wrightia tinctoria",32
"2487",5,"Wrightia tinctoria",15
"2488",5,"Wrightia tinctoria",17
"2489",5,"Acacia chundra",22
"2490",5,"Acacia chundra",15
"2491",5,"Acacia chundra",19
"2492",5,"Acacia chundra",35
"2493",5,"Acacia chundra",22
"2494",6,"Acacia chundra",3
"2495",6,"Cassia montana",3
"2496",6,"Cassia montana",2
"2497",6,"Cassia montana",1
"2498",6,"Acacia chundra",44
"2499",6,"Acacia chundra",29
"2500",6,"Acacia chundra",39
"2501",6,"Acacia chundra",15
"2502",6,"Acacia chundra",31
"2503",6,"Acacia chundra",15
"2504",6,"Acacia chundra",20
"2505",6,"Acacia chundra",27
"2506",6,"Acacia chundra",21
"2507",6,"Acacia chundra",27
"2508",6,"Acacia chundra",35
"2509",6,"Acacia chundra",33
"2510",7,"Acacia chundra",5
"2511",7,"Cassia montana",4
"2512",7,"Cassia montana",3
"2513",7,"Cassia montana",4
"2514",7,"Cassia montana",3
"2515",7,"Acacia chundra",39
"2516",7,"Acacia chundra",20
"2517",7,"Acacia chundra",24
"2518",7,"Acacia chundra",19
"2519",7,"Acacia chundra",18
"2520",7,"Acacia chundra",31
"2521",7,"Acacia chundra",27
"2522",7,"Acacia chundra",34
"2523",8,"Cassia montana",3
"2524",8,"Cassia montana",2
"2525",8,"Cassia montana",2
"2526",8,"Cassia montana",1.5
"2527",8,"Cassia montana",2
"2528",8,"Flacortia sepiaria",2
"2529",8,"Flacortia sepiaria",3
"2530",8,"Cassia montana",6
"2531",8,"Cassia montana",7
"2532",8,"Cassia montana",5
"2533",8,"Cassia montana",4
"2534",8,"Cassia montana",5
"2535",8,"Cassia montana",4
"2536",8,"Flacortia sepiaria",5
"2537",8,"Flacortia sepiaria",4
"2538",8,"Flacortia sepiaria",5
"2539",8,"Flacortia sepiaria",4
"2540",8,"Flacortia sepiaria",2
"2541",8,"Wrightia tinctoria",24
"2542",8,"Wrightia tinctoria",23
"2543",8,"Wrightia tinctoria",22
"2544",9,"Cassia montana",8
"2545",9,"Cassia montana",5
"2546",9,"Cassia montana",7
"2547",9,"Cassia montana",6
"2548",9,"Cassia montana",4
"2549",9,"Cassia montana",6
"2550",9,"Cassia montana",3
"2551",9,"Cassia montana",4
"2552",9,"Cassia montana",2
"2553",9,"Cassia montana",3
"2554",9,"Cassia montana",4
"2555",9,"Cassia montana",4
"2556",9,"Cassia montana",3
"2557",9,"Cassia montana",4
"2558",9,"Cassia montana",3
"2559",9,"Cassia montana",2
"2560",9,"Cassia montana",2
"2561",9,"Acacia chundra",40
"2562",9,"Acacia chundra",28
"2563",9,"Acacia chundra",25
"2564",9,"Acacia chundra",15
"2565",9,"Acacia chundra",18
"2566",9,"Acacia chundra",19
"2567",9,"Acacia chundra",21
"2568",9,"Acacia chundra",23
"2569",9,"Acacia chundra",15
"2570",9,"Acacia chundra",23
"2571",9,"Acacia chundra",28
"2572",9,"Acacia chundra",28
"2573",9,"Acacia chundra",16
"2574",9,"Acacia chundra",18
"2575",9,"Acacia chundra",26
"2576",9,"Acacia chundra",25
"2577",9,"Acacia chundra",16
"2578",9,"Acacia chundra",23
"2579",9,"Acacia chundra",18
"2580",9,"Acacia chundra",16
"2581",9,"Acacia chundra",15
"2582",9,"Acacia chundra",15
"2583",9,"Acacia chundra",26
"2584",9,"Acacia chundra",37
"2585",10,"Cassia montana",4
"2586",10,"Cassia montana",3
"2587",10,"Acacia chundra",8
"2588",10,"Acacia chundra",12
"2589",10,"Acacia chundra",6
"2590",10,"Acacia chundra",7
"2591",10,"Acacia chundra",16
"2592",10,"Acacia chundra",20
"2593",10,"Acacia chundra",24
"2594",10,"Acacia chundra",17
"2595",10,"Acacia chundra",16
"2596",10,"Acacia chundra",25
"2597",10,"Acacia chundra",35
"2598",10,"Acacia chundra",15
"2599",10,"Acacia chundra",24
"2600",1,"Gardenia gummifera",3
"2601",1,"Gardenia gummifera",6
"2602",1,"Flacortia sepiaria",3
"2603",1,"Flacortia sepiaria",4
"2604",1,"Flacortia sepiaria",3
"2605",1,"Gardenia gummifera",14
"2606",1,"Gardenia gummifera",12
"2607",1,"Gardenia gummifera",13
"2608",1,"Gardenia gummifera",12
"2609",1,"Gardenia gummifera",11
"2610",1,"Ixora parviflora",14
"2611",1,"Gardenia gummifera",10.3
"2612",1,"Gardenia gummifera",10.2
"2613",1,"Anogeissus latifolia",12
"2614",1,"Anogeissus latifolia",18.2
"2615",1,"Anogeissus latifolia",10
"2616",1,"Anogeissus latifolia",10.4
"2617",1,"Anogeissus latifolia",10.3
"2618",1,"Acacia sundra",13
"2619",1,"Acacia sundra",12
"2620",1,"Diospyros montana",16
"2621",1,"Diospyros montana",10.2
"2622",1,"Gimnosporia emarginata",11
"2623",1,"Ixora parviflora",11.2
"2624",2,"Cassia montana",2
"2625",2,"Cassia montana",4
"2626",2,"Cassia montana",4.4
"2627",2,"Cassia montana",3.4
"2628",2,"Randia longispina",3.2
"2629",2,"Randia longispina",8
"2630",2,"Dodonaea viscosa",3
"2631",2,"Dodonaea viscosa",7.5
"2632",2,"Dodonaea viscosa",7.8
"2633",2,"Dodonaea viscosa",6
"2634",2,"Dodonaea viscosa",9
"2635",2,"Dodonaea viscosa",8
"2636",2,"Dodonaea viscosa",6
"2637",2,"Dodonaea viscosa",4
"2638",2,"Dodonaea viscosa",9
"2639",2,"Dodonaea viscosa",8
"2640",2,"Wrightia tinctoria",23
"2641",2,"Cassia fistula",21.3
"2642",2,"Cassia fistula",32
"2643",2,"Cassia fistula",16.3
"2644",2,"Cassia fistula",20.2
"2645",2,"Cassia fistula",22.3
"2646",2,"Cassia fistula",14
"2647",3,"Dodonaea viscosa",7
"2648",3,"Dodonaea viscosa",6.8
"2649",3,"Dodonaea viscosa",4
"2650",3,"Dodonaea viscosa",5
"2651",3,"Dodonaea viscosa",8
"2652",3,"Dodonaea viscosa",7
"2653",3,"Acacia chundra",17.4
"2654",3,"Acacia chundra",19
"2655",3,"Acacia chundra",17.2
"2656",3,"Acacia chundra",17
"2657",3,"Acacia chundra",14
"2658",3,"Acacia chundra",18.2
"2659",3,"Acacia chundra",16
"2660",3,"Maytenus emarginata",13.8
"2661",3,"Maytenus emarginata",18.2
"2662",3,"Maytenus emarginata",24
"2663",3,"Maytenus emarginata",28
"2664",3,"Maytenus emarginata",29
"2665",3,"Maytenus emarginata",24
"2666",4,"Acacia chundra",9
"2667",4,"Ixora parviflora",5
"2668",4,"Ixora parviflora",8
"2669",4,"Ixora parviflora",4
"2670",4,"Ixora parviflora",3
"2671",4,"Acacia chundra",40.3
"2672",4,"Boswelia serrata",37
"2673",4,"Boswelia serrata",33
"2674",4,"Ixora parviflora",21.4
"2675",4,"Ixora parviflora",14.3
"2676",4,"Boswelia serrata",25
"2677",4,"Cassia fistula",24
"2678",4,"Gimnosporia emarginata",11.2
"2679",4,"Gimnosporia emarginata",11
"2680",4,"Diospyros montana",18
"2681",4,"Diospyros montana",20.2
"2682",4,"Diospyros montana",22
"2683",4,"Diospyros montana",16
"2684",4,"Diospyros montana",16.2
"2685",4,"Acacia sundra",17
"2686",4,"Gimnosporia emarginata",22
"2687",4,"Gimnosporia emarginata",15
"2688",4,"Gimnosporia emarginata",16
"2689",4,"Gimnosporia emarginata",16
"2690",5,"Dodonaea viscosa",6
"2691",5,"Gimnosporia emarginata",7
"2692",5,"Gimnosporia emarginata",4
"2693",5,"Gimnosporia emarginata",8
"2694",5,"Gimnosporia emarginata",8
"2695",5,"Gimnosporia emarginata",7
"2696",5,"Dodonaea viscosa",2
"2697",5,"Dodonaea viscosa",3.3
"2698",5,"Gimnosporia emarginata",7
"2699",5,"Gimnosporia emarginata",6
"2700",5,"Gimnosporia emarginata",6.2
"2701",5,"Soumida febrifuga",11.3
"2702",5,"Soumida febrifuga",10.4
"2703",5,"Soumida febrifuga",12
"2704",5,"Acacia chundra",21
"2705",5,"Anogeissus latifolia",12
"2706",5,"Anogeissus latifolia",13
"2707",5,"Anogeissus latifolia",11.2
"2708",5,"Anogeissus latifolia",12.3
"2709",5,"Anogeissus latifolia",13.3
"2710",5,"Anogeissus latifolia",16
"2711",5,"Soumida febrifuga",18.4
"2712",5,"Soumida febrifuga",17.2
"2713",5,"Soumida febrifuga",18.4
"2714",5,"Gardenia gummifera",11
"2715",5,"Gardenia gummifera",10.8
"2716",5,"Soumida febrifuga",11.2
"2717",5,"Soumida febrifuga",19.1
"2718",5,"Acacia chundra",17
"2719",5,"Acacia chundra",23
"2720",5,"Acacia chundra",17
"2721",5,"Acacia chundra",15
"2722",5,"Acacia chundra",14.4
"2723",5,"Acacia chundra",15.1
"2724",5,"Anogeissus latifolia",16
"2725",5,"Anogeissus latifolia",16
"2726",5,"Anogeissus latifolia",11
"2727",5,"Anogeissus latifolia",12
"2728",5,"Acacia chundra",12
"2729",5,"Acacia chundra",11
"2730",5,"Soumida febrifuga",21
"2731",5,"Soumida febrifuga",14
"2732",6,"Cassia montana",3
"2733",6,"Cassia montana",5
"2734",6,"Ixora parviflora",2
"2735",6,"Ixora parviflora",4
"2736",6,"Ixora parviflora",6
"2737",6,"Boswelia serrata",32
"2738",6,"Boswelia serrata",43
"2739",6,"Boswelia serrata",25
"2740",6,"Boswelia serrata",22
"2741",6,"Boswelia serrata",25
"2742",6,"Boswelia serrata",22
"2743",6,"Boswelia serrata",26
"2744",6,"Boswelia serrata",29
"2745",6,"Boswelia serrata",32
"2746",6,"Boswelia serrata",28
"2747",6,"Boswelia serrata",32.3
"2748",6,"Cassia fistula",20
"2749",6,"Cassia fistula",17
"2750",6,"Cassia fistula",19
"2751",6,"Cassia fistula",15.4
"2752",6,"Cassia fistula",15.5
"2753",6,"Cassia fistula",11
"2754",6,"Cassia fistula",15.2
"2755",6,"Diospyros montana",23.4
"2756",6,"Diospyros montana",24
"2757",6,"Gimnosporia emarginata",18
"2758",6,"Boswelia serrata",23
"2759",6,"Boswelia serrata",28
"2760",6,"Boswelia serrata",13.6
"2761",6,"Boswelia serrata",19
"2762",6,"Boswelia serrata",31
"2763",6,"Boswelia serrata",14
"2764",7,"Ixora parviflora",4
"2765",7,"Cassia montana",3
"2766",7,"Flacortia sepiaria",2.2
"2767",7,"Flacortia sepiaria",3
"2768",7,"Acacia chundra",4
"2769",7,"Acacia chundra",6
"2770",7,"Acacia chundra",8
"2771",7,"Maytenus emarginata",14
"2772",7,"Acacia sundra",15
"2773",7,"Acacia sundra",11
"2774",7,"Acacia sundra",10.8
"2775",7,"Acacia sundra",11
"2776",7,"Gimnosporia emarginata",12
"2777",7,"Gimnosporia emarginata",17
"2778",7,"Ixora parviflora",12
"2779",7,"Diospyros montana",18
"2780",7,"Diospyros montana",34
"2781",7,"Diospyros montana",11
"2782",8,"Cassia montana",4
"2783",8,"Cassia montana",3
"2784",8,"Cassia montana",6
"2785",8,"Cassia montana",7
"2786",8,"Cassia montana",8
"2787",8,"Randia longispina",4
"2788",8,"Randia longispina",6
"2789",8,"Diospyros montana",4
"2790",8,"Flacortia sepiaria",3
"2791",8,"Boswelia serrata",23
"2792",8,"Boswelia serrata",28
"2793",8,"Cassia fistula",37
"2794",8,"Cassia fistula",17
"2795",8,"Ixora parviflora",16
"2796",8,"Ixora parviflora",26
"2797",8,"Boswelia serrata",13
"2798",8,"Ixora parviflora",14
"2799",8,"Ixora parviflora",25
"2800",8,"Ficus tomentosa",34
"2801",8,"Ficus tomentosa",33
"2802",8,"Ficus tomentosa",24
"2803",8,"Ficus tomentosa",14
"2804",8,"Ficus tomentosa",11
"2805",8,"Ficus tomentosa",12
"2806",8,"Ficus tomentosa",13
"2807",9,"Dolichandrone atrovirens",4.5
"2808",9,"Cassia montana",6
"2809",9,"Gardenia gummifera",15
"2810",9,"Gardenia gummifera",11
"2811",9,"Gardenia gummifera",13
"2812",9,"Gardenia gummifera",10
"2813",9,"Gardenia gummifera",12
"2814",9,"Gardenia gummifera",14
"2815",9,"Gardenia gummifera",13
"2816",9,"Gardenia gummifera",12
"2817",9,"Gardenia gummifera",14
"2818",9,"Cassia fistula",27
"2819",9,"Cassia fistula",26
"2820",9,"Cassia fistula",21
"2821",9,"Cassia fistula",20
"2822",9,"Dolichandrone atrovirens",11
"2823",10,"Cassia montana",4.3
"2824",10,"Cassia montana",3.8
"2825",10,"Cassia montana",3.3
"2826",10,"Cassia montana",5
"2827",10,"Cassia montana",4
"2828",10,"Ixora parviflora",9
"2829",10,"Ixora parviflora",8
"2830",10,"Ixora parviflora",8.3
"2831",10,"Boswelia serrata",29.5
"2832",10,"Boswelia serrata",35.8
"2833",10,"Boswelia serrata",30.8
"2834",10,"Boswelia serrata",19
"2835",10,"Boswelia serrata",21
"2836",10,"Cassia fistula",13.5
"2837",10,"Boswelia serrata",21.5
"2838",10,"Boswelia serrata",20.6
"2839",10,"Boswelia serrata",27
"2840",10,"Boswelia serrata",18
"2841",10,"Boswelia serrata",13.6
"2842",10,"Boswelia serrata",13.3
"2843",10,"Boswelia serrata",24.8
"2844",10,"Boswelia serrata",15.6
"2845",10,"Boswelia serrata",20.6
"2846",10,"Boswelia serrata",31.6
"2847",10,"Boswelia serrata",19.8
"2848",1,"Diospyros chloroxylon",8
"2849",1,"Diospyros chloroxylon",7
"2850",1,"Diospyros chloroxylon",3
"2851",1,"Ixora parviflora",4
"2852",1,"Cassia montana",3
"2853",1,"Cassia montana",7
"2854",1,"Gimnosporia emarginata",11
"2855",1,"Gimnosporia emarginata",11.5
"2856",1,"Gimnosporia emarginata",14
"2857",1,"Diospyros montana",17
"2858",1,"Diospyros montana",18
"2859",1,"Maytenus emarginata",15
"2860",2,"Flacortia sepiaria",4
"2861",2,"Flacortia sepiaria",3
"2862",2,"Plectronia parviflora",4
"2863",2,"Flacortia sepiaria",8
"2864",2,"Lantana camara",3
"2865",2,"Acacia chundra",13
"2866",2,"Acacia chundra",11
"2867",2,"Anogeissus latifolia",10.5
"2868",2,"Anogeissus latifolia",12
"2869",2,"Acacia chundra",22
"2870",2,"Acacia chundra",18
"2871",2,"Acacia chundra",13
"2872",2,"Acacia chundra",14
"2873",2,"Gimnosporia emarginata",13
"2874",2,"Acacia chundra",14
"2875",2,"Acacia chundra",17.4
"2876",2,"Diospyros montana",11.2
"2877",2,"Cassia fistula",13
"2878",2,"Cassia fistula",28
"2879",3,"Cassia montana",4
"2880",3,"Flacortia sepiaria",3
"2881",3,"Flacortia sepiaria",2
"2882",3,"Flacortia sepiaria",4
"2883",3,"Cassia montana",3
"2884",3,"Cassia montana",3.4
"2885",3,"Cassia montana",5
"2886",3,"Cassia montana",5.4
"2887",3,"Cassia montana",4.5
"2888",3,"Gimnosporia emarginata",12
"2889",3,"Gimnosporia emarginata",17
"2890",3,"Gimnosporia emarginata",14
"2891",3,"Gimnosporia emarginata",13
"2892",3,"Cassia fistula",20
"2893",3,"Cassia fistula",12
"2894",3,"Cassia fistula",19
"2895",3,"Cassia fistula",24
"2896",3,"Premna tomentosa",12
"2897",4,"Flacortia sepiaria",2
"2898",4,"Flacortia sepiaria",3
"2899",4,"Flacortia sepiaria",4
"2900",4,"Flacortia sepiaria",3
"2901",4,"Flacortia sepiaria",2
"2902",4,"Ixora parviflora",3
"2903",4,"Ixora parviflora",2
"2904",4,"Ixora parviflora",2
"2905",4,"Ixora parviflora",2.1
"2906",4,"Ixora parviflora",5
"2907",4,"Ixora parviflora",6
"2908",4,"Ixora parviflora",15
"2909",4,"Ixora parviflora",11
"2910",4,"Ixora parviflora",14
"2911",4,"Ixora parviflora",13
"2912",4,"Diospyros montana",14
"2913",4,"Diospyros montana",12
"2914",4,"Diospyros montana",26
"2915",4,"Diospyros montana",13
"2916",4,"Diospyros montana",15
"2917",4,"Gimnosporia emarginata",13
"2918",4,"Gimnosporia emarginata",14
"2919",4,"Gimnosporia emarginata",20
"2920",4,"Gimnosporia emarginata",14
"2921",4,"Gimnosporia emarginata",16
"2922",4,"Diospyros montana",20
"2923",4,"Acacia chundra",15
"2924",4,"Acacia chundra",12
"2925",4,"Acacia chundra",13
"2926",5,"Randia longispina",3
"2927",5,"Randia longispina",4
"2928",5,"Randia longispina",2
"2929",5,"Randia longispina",3
"2930",5,"Ixora parviflora",15
"2931",5,"Ixora parviflora",13
"2932",5,"Gimnosporia emarginata",16
"2933",5,"Gimnosporia emarginata",15
"2934",5,"Gimnosporia emarginata",14
"2935",5,"Ixora parviflora",12
"2936",5,"Ixora parviflora",14
"2937",5,"Ixora parviflora",13
"2938",5,"Ixora parviflora",12
"2939",5,"Boswelia serrata",18
"2940",5,"Boswelia serrata",16
